,TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P1_TO_P8,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P2_TO_P8,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P3_TO_P8,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P4_TO_P8,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P5_TO_P8,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P6_TO_P8,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7,P7_TO_P8,P8_TO_LAPTOP,P8_TO_P1,P8_TO_P2,P8_TO_P3,P8_TO_P4,P8_TO_P5,P8_TO_P6,P8_TO_P7,P8_TO_P8
43,43,0.02,0.0,0.04,0.07,0.11,0.4,0.13,0.17,0.06,0.04,0.04,0.0,0.06,0.25,0.28,0.16,0.1,0.08,0.14,0.02,0.02,0.0,0.58,0.11,0.02,0.04,0.08,0.05,0.23,0.08,0.2,0.0,0.09,0.11,0.14,0.11,0.5,0.15,0.05,0.06,0.12,0.0,0.06,0.03,0.01,0.03,0.06,0.17,0.08,0.28,0.11,0.0,0.12,0.15,0.01,0.09,0.0,0.04,0.09,0.09,0.64,0.0,0.03,0.04,0.04,0.0,0.1,0.1,0.09,0.18,0.45,0.0
44,44,0.04,0.0,0.05,0.05,0.08,0.11,0.14,0.44,0.08,0.03,0.03,0.0,0.05,0.18,0.15,0.41,0.07,0.08,0.03,0.01,0.02,0.0,0.37,0.28,0.21,0.03,0.07,0.07,0.21,0.09,0.16,0.0,0.09,0.11,0.16,0.11,0.52,0.09,0.04,0.07,0.15,0.0,0.07,0.05,0.02,0.03,0.05,0.05,0.21,0.28,0.11,0.0,0.11,0.15,0.01,0.09,0.01,0.04,0.09,0.08,0.64,0.0,0.03,0.03,0.04,0.0,0.09,0.1,0.09,0.21,0.44,0.0
45,45,0.06,0.0,0.02,0.04,0.06,0.08,0.12,0.55,0.06,0.03,0.03,0.0,0.05,0.19,0.22,0.33,0.09,0.06,0.01,0.0,0.01,0.0,0.14,0.23,0.51,0.05,0.04,0.11,0.15,0.06,0.13,0.0,0.07,0.25,0.14,0.1,0.04,0.54,0.06,0.06,0.11,0.0,0.11,0.04,0.04,0.0,0.02,0.03,0.62,0.13,0.08,0.0,0.04,0.08,0.01,0.09,0.01,0.04,0.07,0.09,0.64,0.0,0.04,0.02,0.04,0.0,0.08,0.09,0.1,0.24,0.43,0.0
46,46,0.05,0.0,0.07,0.24,0.07,0.06,0.44,0.04,0.03,0.03,0.03,0.0,0.04,0.28,0.38,0.14,0.06,0.04,0.05,0.01,0.02,0.0,0.6,0.08,0.11,0.04,0.08,0.01,0.05,0.01,0.06,0.0,0.04,0.73,0.02,0.09,0.04,0.53,0.09,0.05,0.1,0.0,0.12,0.03,0.03,0.02,0.04,0.05,0.39,0.19,0.12,0.0,0.07,0.12,0.01,0.09,0.01,0.04,0.08,0.09,0.64,0.0,0.03,0.02,0.04,0.0,0.08,0.1,0.1,0.27,0.4,0.0
47,47,0.03,0.0,0.04,0.06,0.08,0.24,0.37,0.12,0.05,0.03,0.04,0.0,0.04,0.24,0.22,0.31,0.06,0.06,0.24,0.02,0.01,0.0,0.4,0.07,0.16,0.03,0.06,0.0,0.06,0.01,0.06,0.0,0.04,0.73,0.02,0.08,0.08,0.36,0.05,0.06,0.11,0.0,0.16,0.03,0.16,0.03,0.07,0.07,0.07,0.32,0.13,0.0,0.13,0.18,0.01,0.1,0.0,0.04,0.08,0.1,0.64,0.0,0.02,0.01,0.03,0.0,0.07,0.1,0.1,0.32,0.37,0.0
48,48,0.11,0.0,0.05,0.08,0.11,0.07,0.18,0.28,0.11,0.05,0.04,0.0,0.06,0.27,0.15,0.18,0.12,0.12,0.03,0.0,0.02,0.0,0.25,0.5,0.09,0.05,0.05,0.01,0.06,0.01,0.05,0.0,0.04,0.73,0.01,0.09,0.05,0.44,0.07,0.08,0.15,0.0,0.14,0.04,0.04,0.02,0.05,0.09,0.28,0.23,0.1,0.0,0.09,0.13,0.01,0.1,0.0,0.04,0.08,0.1,0.64,0.0,0.03,0.03,0.04,0.0,0.09,0.1,0.09,0.24,0.42,0.0
49,49,0.16,0.0,0.06,0.13,0.09,0.14,0.2,0.1,0.12,0.04,0.03,0.0,0.05,0.28,0.41,0.05,0.09,0.06,0.03,0.02,0.02,0.0,0.29,0.48,0.05,0.04,0.07,0.02,0.14,0.05,0.15,0.0,0.16,0.21,0.11,0.16,0.09,0.39,0.08,0.1,0.18,0.0,0.08,0.05,0.03,0.0,0.02,0.57,0.13,0.11,0.06,0.0,0.06,0.04,0.02,0.1,0.01,0.05,0.1,0.19,0.5,0.0,0.03,0.01,0.04,0.0,0.09,0.1,0.1,0.22,0.44,0.0
50,50,0.04,0.0,0.07,0.08,0.09,0.11,0.42,0.11,0.09,0.31,0.03,0.0,0.2,0.22,0.08,0.02,0.08,0.06,0.02,0.0,0.02,0.0,0.18,0.4,0.26,0.06,0.06,0.02,0.17,0.06,0.16,0.0,0.15,0.13,0.13,0.18,0.03,0.64,0.06,0.07,0.09,0.0,0.05,0.04,0.03,0.01,0.18,0.24,0.29,0.13,0.05,0.0,0.05,0.06,0.03,0.24,0.03,0.11,0.27,0.24,0.03,0.0,0.05,0.1,0.03,0.0,0.08,0.14,0.14,0.25,0.25,0.0
51,51,0.09,0.0,0.05,0.09,0.1,0.12,0.39,0.05,0.11,0.38,0.02,0.0,0.24,0.18,0.05,0.04,0.07,0.02,0.01,0.0,0.02,0.0,0.15,0.49,0.22,0.04,0.06,0.03,0.1,0.03,0.13,0.0,0.33,0.16,0.11,0.11,0.07,0.14,0.05,0.17,0.29,0.0,0.11,0.07,0.1,0.03,0.08,0.2,0.07,0.37,0.09,0.0,0.09,0.08,0.01,0.08,0.01,0.03,0.1,0.11,0.61,0.0,0.05,0.02,0.02,0.01,0.06,0.25,0.33,0.2,0.11,0.0
52,52,0.23,0.0,0.06,0.12,0.08,0.11,0.17,0.06,0.17,0.38,0.04,0.0,0.03,0.17,0.29,0.02,0.06,0.02,0.01,0.0,0.02,0.0,0.12,0.24,0.51,0.06,0.04,0.03,0.06,0.01,0.09,0.0,0.55,0.07,0.09,0.1,0.09,0.56,0.07,0.06,0.12,0.0,0.05,0.03,0.02,0.02,0.03,0.14,0.24,0.37,0.07,0.0,0.06,0.07,0.27,0.1,0.03,0.05,0.16,0.14,0.17,0.0,0.07,0.0,0.02,0.01,0.08,0.17,0.14,0.41,0.17,0.0
53,53,0.09,0.0,0.09,0.09,0.09,0.12,0.26,0.1,0.17,0.03,0.04,0.0,0.03,0.29,0.42,0.1,0.04,0.05,0.01,0.0,0.01,0.0,0.1,0.15,0.65,0.05,0.03,0.03,0.08,0.04,0.37,0.0,0.08,0.2,0.07,0.12,0.05,0.3,0.18,0.09,0.18,0.0,0.14,0.04,0.03,0.01,0.02,0.21,0.48,0.12,0.04,0.0,0.06,0.06,0.18,0.11,0.01,0.04,0.09,0.11,0.43,0.0,0.03,0.0,0.04,0.01,0.06,0.15,0.11,0.43,0.2,0.0
54,54,0.06,0.0,0.07,0.06,0.08,0.14,0.4,0.11,0.08,0.34,0.03,0.0,0.03,0.22,0.12,0.18,0.04,0.04,0.01,0.0,0.01,0.0,0.1,0.17,0.64,0.04,0.03,0.02,0.06,0.02,0.15,0.0,0.1,0.52,0.05,0.08,0.35,0.08,0.02,0.07,0.19,0.0,0.22,0.05,0.02,0.0,0.02,0.33,0.18,0.14,0.21,0.0,0.04,0.06,0.01,0.1,0.01,0.04,0.08,0.1,0.64,0.0,0.03,0.0,0.02,0.0,0.05,0.15,0.12,0.45,0.2,0.0
55,55,0.01,0.0,0.03,0.04,0.09,0.13,0.45,0.06,0.18,0.6,0.04,0.0,0.03,0.07,0.04,0.16,0.05,0.02,0.01,0.0,0.01,0.0,0.09,0.12,0.7,0.04,0.02,0.02,0.03,0.01,0.04,0.0,0.03,0.79,0.01,0.06,0.26,0.3,0.03,0.06,0.1,0.0,0.2,0.03,0.02,0.01,0.02,0.02,0.66,0.13,0.05,0.0,0.03,0.08,0.02,0.08,0.02,0.04,0.08,0.15,0.58,0.0,0.04,0.0,0.03,0.0,0.05,0.14,0.12,0.5,0.16,0.0
56,56,0.02,0.0,0.04,0.07,0.09,0.18,0.36,0.07,0.17,0.15,0.02,0.0,0.27,0.21,0.08,0.14,0.08,0.05,0.01,0.0,0.01,0.0,0.09,0.13,0.67,0.05,0.02,0.02,0.05,0.01,0.06,0.0,0.03,0.73,0.02,0.08,0.46,0.17,0.02,0.06,0.09,0.0,0.17,0.02,0.01,0.03,0.03,0.04,0.24,0.29,0.15,0.0,0.12,0.11,0.03,0.08,0.05,0.08,0.22,0.28,0.19,0.0,0.07,0.0,0.04,0.0,0.06,0.15,0.14,0.38,0.22,0.0
57,57,0.02,0.0,0.03,0.03,0.12,0.26,0.36,0.04,0.16,0.09,0.02,0.0,0.16,0.23,0.19,0.2,0.07,0.04,0.01,0.0,0.01,0.0,0.1,0.31,0.49,0.04,0.04,0.01,0.05,0.01,0.06,0.0,0.04,0.73,0.02,0.08,0.49,0.09,0.01,0.06,0.11,0.0,0.21,0.01,0.01,0.04,0.05,0.05,0.15,0.41,0.07,0.0,0.12,0.11,0.02,0.08,0.02,0.04,0.15,0.16,0.46,0.0,0.06,0.0,0.04,0.0,0.06,0.15,0.13,0.45,0.17,0.0
58,58,0.12,0.0,0.05,0.06,0.09,0.22,0.29,0.07,0.1,0.09,0.03,0.0,0.07,0.24,0.31,0.17,0.05,0.05,0.02,0.0,0.02,0.0,0.11,0.44,0.35,0.02,0.04,0.02,0.04,0.02,0.1,0.0,0.05,0.58,0.1,0.09,0.34,0.06,0.03,0.07,0.19,0.0,0.2,0.06,0.04,0.01,0.05,0.04,0.03,0.13,0.02,0.0,0.36,0.36,0.01,0.06,0.01,0.04,0.2,0.13,0.49,0.0,0.07,0.0,0.03,0.0,0.05,0.18,0.13,0.48,0.13,0.0
59,59,0.02,0.0,0.06,0.07,0.1,0.12,0.33,0.06,0.24,0.02,0.0,0.0,0.1,0.42,0.21,0.16,0.05,0.04,0.01,0.0,0.01,0.0,0.09,0.13,0.68,0.04,0.02,0.03,0.04,0.02,0.12,0.0,0.08,0.54,0.08,0.09,0.1,0.06,0.04,0.25,0.18,0.0,0.22,0.09,0.05,0.01,0.07,0.03,0.04,0.27,0.06,0.0,0.07,0.45,0.01,0.07,0.02,0.04,0.2,0.15,0.43,0.0,0.07,0.0,0.03,0.01,0.06,0.17,0.12,0.49,0.13,0.0
60,60,0.03,0.0,0.07,0.05,0.12,0.28,0.17,0.05,0.23,0.02,0.03,0.0,0.1,0.28,0.37,0.08,0.08,0.04,0.0,0.0,0.01,0.0,0.09,0.14,0.67,0.06,0.02,0.02,0.04,0.01,0.06,0.0,0.04,0.72,0.01,0.09,0.05,0.47,0.06,0.08,0.13,0.0,0.12,0.05,0.04,0.04,0.11,0.05,0.07,0.26,0.25,0.0,0.13,0.09,0.02,0.05,0.02,0.48,0.13,0.08,0.18,0.0,0.04,0.0,0.04,0.01,0.06,0.14,0.16,0.34,0.25,0.0
61,61,0.03,0.0,0.06,0.05,0.08,0.13,0.45,0.08,0.12,0.01,0.04,0.0,0.05,0.18,0.46,0.22,0.04,0.01,0.0,0.0,0.01,0.0,0.08,0.15,0.68,0.06,0.02,0.02,0.04,0.01,0.05,0.0,0.03,0.78,0.01,0.06,0.04,0.52,0.06,0.05,0.08,0.0,0.19,0.02,0.03,0.04,0.05,0.04,0.06,0.32,0.23,0.0,0.15,0.11,0.01,0.08,0.01,0.04,0.16,0.16,0.47,0.0,0.08,0.0,0.03,0.0,0.06,0.16,0.12,0.5,0.13,0.0
62,62,0.02,0.0,0.02,0.04,0.08,0.12,0.52,0.06,0.14,0.0,0.03,0.0,0.02,0.18,0.46,0.28,0.03,0.01,0.01,0.0,0.01,0.0,0.08,0.13,0.71,0.03,0.03,0.01,0.01,0.0,0.03,0.0,0.01,0.89,0.01,0.03,0.38,0.08,0.01,0.06,0.13,0.0,0.23,0.04,0.06,0.02,0.03,0.03,0.04,0.48,0.06,0.0,0.26,0.09,0.0,0.07,0.0,0.03,0.12,0.1,0.63,0.0,0.06,0.0,0.02,0.0,0.06,0.17,0.1,0.56,0.09,0.0
63,63,0.03,0.0,0.05,0.07,0.1,0.1,0.39,0.1,0.15,0.04,0.04,0.0,0.08,0.26,0.16,0.25,0.08,0.09,0.01,0.03,0.02,0.0,0.19,0.24,0.43,0.03,0.05,0.02,0.03,0.02,0.1,0.0,0.05,0.62,0.1,0.06,0.23,0.16,0.03,0.07,0.17,0.0,0.25,0.04,0.05,0.03,0.04,0.06,0.04,0.1,0.0,0.0,0.66,0.07,0.0,0.07,0.0,0.03,0.11,0.1,0.63,0.0,0.06,0.0,0.03,0.0,0.05,0.16,0.12,0.51,0.13,0.0
64,64,0.05,0.0,0.08,0.08,0.1,0.1,0.23,0.21,0.15,0.03,0.04,0.0,0.05,0.22,0.39,0.13,0.1,0.05,0.03,0.07,0.03,0.0,0.33,0.26,0.15,0.07,0.07,0.03,0.05,0.02,0.12,0.0,0.05,0.49,0.13,0.1,0.05,0.47,0.08,0.06,0.11,0.0,0.15,0.03,0.04,0.02,0.04,0.06,0.05,0.1,0.0,0.0,0.66,0.07,0.0,0.07,0.01,0.03,0.1,0.11,0.63,0.0,0.06,0.0,0.03,0.0,0.06,0.15,0.12,0.49,0.14,0.0
65,65,0.03,0.0,0.06,0.08,0.1,0.23,0.24,0.12,0.15,0.02,0.04,0.0,0.04,0.21,0.51,0.12,0.03,0.04,0.02,0.04,0.03,0.0,0.38,0.24,0.17,0.04,0.08,0.03,0.05,0.02,0.12,0.0,0.12,0.51,0.06,0.1,0.22,0.04,0.04,0.1,0.27,0.0,0.18,0.1,0.05,0.02,0.04,0.04,0.03,0.31,0.04,0.0,0.23,0.3,0.01,0.08,0.01,0.03,0.08,0.1,0.63,0.0,0.05,0.0,0.04,0.0,0.07,0.14,0.12,0.45,0.17,0.0
66,66,0.05,0.0,0.05,0.07,0.13,0.29,0.29,0.04,0.09,0.03,0.04,0.0,0.07,0.28,0.34,0.11,0.06,0.06,0.01,0.0,0.02,0.0,0.19,0.1,0.58,0.05,0.06,0.03,0.05,0.02,0.12,0.0,0.09,0.44,0.14,0.1,0.04,0.03,0.03,0.42,0.24,0.0,0.14,0.08,0.03,0.02,0.03,0.04,0.29,0.3,0.08,0.0,0.07,0.16,0.02,0.1,0.03,0.12,0.27,0.23,0.13,0.0,0.1,0.0,0.03,0.0,0.08,0.15,0.14,0.31,0.29,0.0
67,67,0.02,0.0,0.03,0.06,0.05,0.04,0.72,0.03,0.05,0.03,0.04,0.0,0.02,0.24,0.41,0.21,0.03,0.02,0.02,0.0,0.01,0.0,0.37,0.17,0.35,0.02,0.06,0.03,0.06,0.03,0.14,0.0,0.1,0.46,0.07,0.12,0.04,0.03,0.02,0.05,0.15,0.0,0.57,0.06,0.09,0.02,0.02,0.04,0.32,0.42,0.09,0.0,0.04,0.05,0.02,0.05,0.02,0.14,0.13,0.13,0.45,0.0,0.05,0.0,0.01,0.0,0.05,0.15,0.11,0.56,0.12,0.0
68,68,0.03,0.0,0.04,0.06,0.11,0.21,0.43,0.04,0.07,0.02,0.03,0.0,0.05,0.38,0.34,0.04,0.08,0.06,0.02,0.05,0.03,0.0,0.33,0.06,0.02,0.06,0.43,0.0,0.24,0.09,0.53,0.0,0.02,0.05,0.04,0.02,0.08,0.09,0.04,0.09,0.22,0.0,0.14,0.05,0.31,0.02,0.03,0.11,0.31,0.32,0.09,0.0,0.04,0.07,0.03,0.05,0.04,0.62,0.14,0.08,0.01,0.0,0.03,0.0,0.02,0.02,0.04,0.22,0.36,0.17,0.16,0.0
69,69,0.03,0.0,0.04,0.08,0.21,0.09,0.45,0.03,0.08,0.01,0.03,0.0,0.03,0.24,0.59,0.03,0.04,0.04,0.01,0.19,0.09,0.0,0.23,0.1,0.02,0.04,0.31,0.0,0.56,0.14,0.07,0.0,0.02,0.09,0.06,0.05,0.05,0.05,0.02,0.05,0.08,0.0,0.54,0.06,0.16,0.01,0.02,0.31,0.29,0.2,0.07,0.0,0.05,0.05,0.31,0.12,0.04,0.06,0.17,0.18,0.07,0.0,0.06,0.0,0.03,0.01,0.03,0.21,0.26,0.32,0.14,0.0
70,70,0.0,0.0,0.11,0.6,0.16,0.07,0.05,0.0,0.02,0.0,0.01,0.0,0.03,0.33,0.54,0.02,0.04,0.03,0.0,0.51,0.26,0.0,0.07,0.13,0.0,0.01,0.01,0.0,0.44,0.15,0.11,0.0,0.07,0.1,0.07,0.05,0.03,0.51,0.05,0.08,0.1,0.0,0.16,0.04,0.04,0.01,0.02,0.03,0.23,0.24,0.37,0.0,0.03,0.07,0.07,0.12,0.05,0.12,0.24,0.27,0.05,0.0,0.09,0.0,0.02,0.02,0.06,0.24,0.37,0.15,0.13,0.0
71,71,0.04,0.0,0.19,0.46,0.12,0.09,0.06,0.01,0.03,0.0,0.02,0.0,0.03,0.27,0.61,0.02,0.03,0.02,0.01,0.3,0.1,0.0,0.12,0.23,0.16,0.04,0.04,0.01,0.33,0.15,0.13,0.0,0.14,0.11,0.07,0.06,0.03,0.65,0.06,0.08,0.07,0.0,0.05,0.03,0.03,0.01,0.03,0.04,0.37,0.18,0.23,0.0,0.06,0.08,0.01,0.1,0.02,0.04,0.12,0.26,0.41,0.0,0.03,0.0,0.03,0.04,0.11,0.26,0.32,0.07,0.19,0.0
72,72,0.04,0.0,0.06,0.05,0.21,0.39,0.12,0.05,0.09,0.01,0.01,0.0,0.04,0.38,0.46,0.01,0.04,0.06,0.17,0.02,0.02,0.0,0.24,0.36,0.09,0.05,0.06,0.03,0.17,0.09,0.13,0.0,0.28,0.18,0.06,0.05,0.08,0.48,0.07,0.08,0.15,0.0,0.07,0.04,0.03,0.02,0.02,0.04,0.03,0.57,0.22,0.0,0.05,0.05,0.02,0.08,0.0,0.03,0.21,0.48,0.15,0.0,0.02,0.0,0.02,0.03,0.2,0.28,0.26,0.05,0.14,0.0
73,73,0.01,0.0,0.09,0.53,0.23,0.07,0.05,0.0,0.03,0.07,0.03,0.0,0.04,0.32,0.44,0.02,0.04,0.04,0.01,0.14,0.07,0.0,0.31,0.16,0.03,0.13,0.16,0.0,0.31,0.07,0.07,0.0,0.18,0.26,0.05,0.06,0.01,0.05,0.7,0.02,0.14,0.0,0.03,0.02,0.04,0.02,0.03,0.03,0.04,0.56,0.07,0.0,0.18,0.06,0.03,0.09,0.0,0.02,0.22,0.52,0.09,0.0,0.03,0.0,0.03,0.02,0.07,0.5,0.25,0.06,0.08,0.0
74,74,0.02,0.0,0.08,0.3,0.22,0.14,0.16,0.02,0.06,0.02,0.02,0.0,0.1,0.29,0.43,0.02,0.07,0.05,0.0,0.48,0.17,0.0,0.14,0.13,0.01,0.02,0.05,0.01,0.49,0.14,0.1,0.0,0.03,0.1,0.07,0.06,0.02,0.06,0.54,0.05,0.14,0.0,0.14,0.01,0.03,0.02,0.04,0.05,0.06,0.45,0.23,0.0,0.06,0.09,0.05,0.13,0.04,0.06,0.2,0.31,0.17,0.0,0.05,0.0,0.27,0.07,0.18,0.17,0.16,0.03,0.12,0.0
75,75,0.01,0.0,0.06,0.02,0.12,0.51,0.16,0.02,0.1,0.55,0.05,0.0,0.07,0.14,0.08,0.02,0.07,0.02,0.0,0.56,0.12,0.0,0.12,0.13,0.0,0.02,0.04,0.02,0.37,0.15,0.12,0.0,0.06,0.12,0.08,0.07,0.06,0.15,0.11,0.16,0.28,0.0,0.15,0.05,0.06,0.0,0.01,0.01,0.04,0.18,0.67,0.0,0.01,0.08,0.01,0.1,0.02,0.04,0.13,0.12,0.53,0.0,0.05,0.0,0.03,0.05,0.26,0.24,0.21,0.05,0.17,0.0
76,76,0.02,0.0,0.07,0.31,0.17,0.2,0.16,0.01,0.06,0.62,0.05,0.0,0.03,0.12,0.07,0.03,0.06,0.02,0.0,0.6,0.13,0.0,0.11,0.13,0.0,0.03,0.0,0.02,0.4,0.12,0.1,0.0,0.14,0.11,0.06,0.05,0.06,0.14,0.12,0.15,0.29,0.0,0.14,0.04,0.05,0.0,0.02,0.01,0.03,0.18,0.65,0.0,0.03,0.08,0.02,0.1,0.04,0.05,0.17,0.17,0.38,0.0,0.06,0.0,0.03,0.01,0.02,0.22,0.48,0.12,0.1,0.0
77,77,0.02,0.0,0.44,0.31,0.11,0.05,0.04,0.0,0.03,0.12,0.03,0.0,0.09,0.36,0.2,0.03,0.1,0.08,0.0,0.61,0.13,0.0,0.1,0.13,0.0,0.02,0.0,0.01,0.63,0.11,0.03,0.0,0.04,0.07,0.06,0.04,0.06,0.11,0.12,0.15,0.26,0.0,0.2,0.05,0.05,0.01,0.05,0.05,0.27,0.18,0.26,0.0,0.07,0.1,0.04,0.1,0.05,0.1,0.36,0.24,0.02,0.0,0.1,0.0,0.03,0.01,0.03,0.22,0.4,0.21,0.11,0.0
78,78,0.04,0.0,0.57,0.18,0.1,0.05,0.03,0.0,0.03,0.02,0.0,0.0,0.05,0.62,0.23,0.0,0.05,0.03,0.0,0.6,0.14,0.0,0.1,0.13,0.0,0.02,0.0,0.01,0.64,0.1,0.03,0.0,0.05,0.07,0.05,0.04,0.06,0.08,0.1,0.14,0.35,0.0,0.15,0.05,0.06,0.02,0.06,0.27,0.17,0.2,0.1,0.0,0.08,0.1,0.02,0.07,0.04,0.29,0.28,0.17,0.05,0.0,0.09,0.0,0.03,0.02,0.04,0.25,0.45,0.11,0.11,0.0
79,79,0.02,0.0,0.43,0.38,0.09,0.03,0.02,0.0,0.02,0.02,0.02,0.0,0.03,0.44,0.43,0.01,0.03,0.03,0.0,0.51,0.11,0.0,0.13,0.13,0.0,0.04,0.07,0.03,0.36,0.09,0.07,0.0,0.08,0.24,0.05,0.06,0.06,0.12,0.13,0.16,0.28,0.0,0.15,0.05,0.06,0.0,0.02,0.03,0.39,0.14,0.31,0.0,0.04,0.07,0.06,0.13,0.02,0.06,0.26,0.39,0.02,0.0,0.06,0.0,0.03,0.05,0.13,0.25,0.28,0.08,0.19,0.0
80,80,0.12,0.0,0.18,0.27,0.15,0.11,0.07,0.03,0.07,0.02,0.16,0.0,0.03,0.18,0.53,0.02,0.02,0.03,0.02,0.03,0.02,0.0,0.35,0.22,0.23,0.06,0.07,0.02,0.06,0.03,0.11,0.0,0.19,0.38,0.08,0.13,0.06,0.12,0.11,0.15,0.32,0.0,0.15,0.04,0.05,0.02,0.15,0.04,0.09,0.24,0.2,0.0,0.07,0.18,0.01,0.12,0.0,0.05,0.25,0.53,0.02,0.0,0.02,0.0,0.02,0.03,0.31,0.26,0.16,0.09,0.12,0.0
81,81,0.0,0.0,0.05,0.25,0.05,0.06,0.14,0.28,0.17,0.02,0.6,0.0,0.05,0.17,0.07,0.02,0.02,0.06,0.02,0.03,0.02,0.0,0.38,0.13,0.04,0.28,0.09,0.03,0.06,0.02,0.11,0.0,0.38,0.14,0.17,0.1,0.08,0.12,0.06,0.13,0.27,0.0,0.12,0.15,0.07,0.01,0.05,0.05,0.04,0.12,0.01,0.0,0.62,0.1,0.02,0.14,0.01,0.06,0.2,0.54,0.02,0.0,0.02,0.0,0.02,0.01,0.04,0.15,0.18,0.28,0.33,0.0
82,82,0.0,0.0,0.08,0.39,0.04,0.04,0.22,0.02,0.22,0.01,0.63,0.0,0.05,0.15,0.07,0.02,0.01,0.06,0.0,0.01,0.01,0.0,0.08,0.09,0.03,0.69,0.09,0.03,0.06,0.03,0.13,0.0,0.44,0.08,0.11,0.13,0.07,0.09,0.05,0.12,0.24,0.0,0.11,0.16,0.15,0.03,0.08,0.04,0.06,0.39,0.08,0.0,0.16,0.18,0.02,0.13,0.01,0.06,0.16,0.51,0.08,0.0,0.03,0.0,0.01,0.01,0.04,0.14,0.18,0.22,0.39,0.0
83,83,0.04,0.0,0.09,0.11,0.09,0.11,0.2,0.15,0.21,0.01,0.63,0.0,0.05,0.13,0.08,0.02,0.02,0.05,0.0,0.01,0.01,0.0,0.07,0.11,0.03,0.69,0.08,0.03,0.06,0.02,0.11,0.0,0.42,0.07,0.18,0.11,0.06,0.08,0.06,0.12,0.2,0.0,0.15,0.26,0.07,0.03,0.26,0.05,0.05,0.27,0.08,0.0,0.15,0.11,0.04,0.11,0.06,0.07,0.23,0.3,0.1,0.0,0.08,0.0,0.02,0.01,0.05,0.15,0.19,0.29,0.29,0.0
84,84,0.06,0.0,0.07,0.13,0.13,0.17,0.22,0.1,0.12,0.01,0.64,0.0,0.06,0.14,0.07,0.02,0.01,0.05,0.0,0.02,0.02,0.0,0.08,0.1,0.03,0.67,0.08,0.04,0.06,0.03,0.15,0.0,0.17,0.06,0.36,0.12,0.03,0.03,0.01,0.07,0.11,0.0,0.47,0.13,0.15,0.03,0.14,0.04,0.06,0.5,0.07,0.0,0.07,0.08,0.01,0.08,0.02,0.08,0.12,0.12,0.51,0.0,0.06,0.0,0.02,0.01,0.05,0.14,0.21,0.21,0.36,0.0
85,85,0.06,0.0,0.08,0.11,0.11,0.14,0.27,0.11,0.12,0.0,0.62,0.0,0.06,0.14,0.06,0.06,0.01,0.04,0.02,0.03,0.03,0.0,0.21,0.39,0.04,0.22,0.06,0.04,0.07,0.04,0.2,0.0,0.18,0.12,0.21,0.13,0.02,0.03,0.02,0.06,0.1,0.0,0.24,0.47,0.05,0.03,0.08,0.02,0.07,0.59,0.08,0.0,0.06,0.08,0.0,0.07,0.0,0.03,0.1,0.1,0.63,0.0,0.07,0.0,0.03,0.0,0.06,0.12,0.12,0.35,0.3,0.0
86,86,0.04,0.0,0.09,0.09,0.08,0.12,0.24,0.26,0.09,0.0,0.6,0.0,0.05,0.13,0.06,0.02,0.09,0.05,0.0,0.01,0.01,0.0,0.05,0.1,0.04,0.71,0.07,0.03,0.05,0.02,0.13,0.0,0.12,0.16,0.37,0.11,0.01,0.03,0.03,0.04,0.08,0.0,0.05,0.72,0.04,0.01,0.08,0.04,0.03,0.13,0.02,0.0,0.56,0.13,0.01,0.07,0.01,0.03,0.1,0.1,0.63,0.0,0.06,0.0,0.02,0.0,0.05,0.11,0.1,0.37,0.35,0.0
87,87,0.04,0.0,0.06,0.08,0.08,0.1,0.2,0.35,0.08,0.0,0.56,0.0,0.04,0.11,0.05,0.06,0.15,0.03,0.0,0.02,0.02,0.0,0.08,0.1,0.08,0.63,0.06,0.02,0.03,0.01,0.07,0.0,0.04,0.37,0.38,0.08,0.01,0.03,0.03,0.04,0.07,0.0,0.15,0.65,0.03,0.01,0.04,0.03,0.02,0.14,0.02,0.0,0.54,0.21,0.01,0.09,0.01,0.04,0.12,0.17,0.49,0.0,0.06,0.0,0.02,0.0,0.05,0.09,0.1,0.28,0.46,0.0
